title,pmc_url,pmcid,pmid,pub_year,found_accessions_text,mission_terms_text,organism_terms_text,assay_terms_text,validated_datasets,fallback_osdr_candidates,pubmed_meta
Proteomic study of microsomal proteins reveals a key role for Arabidopsis Annexin 1 in mediating heat stress-induced increase in intracellular calcium levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4349987/,PMC4349987,,2015,,,,Proteomic;Proteomics,[],[],{}
Apyrase inhibitors enhance the ability of diverse fungicides to inhibit the growth of different plant-pathogenic fungi,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6638264/,PMC6638264,,2016,,,,,[],[],{}
ANN1 and ANN2 Function in Post-Phloem Sugar Transport in Root Tips to Affect Primary Root Growth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6130020/,PMC6130020,,2018,,,Arabidopsis thaliana,RNA-seq,[],[],{}
Mitochondria-targeted human catalase in the mouse longevity MCAT model mitigates head-tilt bedrest-induced neuro-inflammation in the hippocampus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695374/,PMC9695374,,,,RR15092;RR3339,;Mice;Mouse;mice;mouse,Proteomic,[],[],{}
Structural and functional properties of bone are compromised in amyotrophic lateral sclerosis mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141014/,PMC6141014,,2018,,,mice;mouse,,[],[],{}
Longitudinal time course of muscle impairments during partial weight-bearing in rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706399/,PMC6706399,,2019,,ISS;shuttle,;mice;mouse;s,,[],[],{}
The partial weight-bearing rat model using a pelvic harness does not impact stress or hindlimb blood flow.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034070/,PMC12034070,,,,shuttle,,,[],[],{}
Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7235020/,PMC7235020,,2020,,,;mice;mouse;s,transcriptomic;y,[],[],{}
Approaching Gravity as a Continuum Using the Rat Partial Weight-Bearing Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7599661/,PMC7599661,,,,ISS;RR13579;iss;shuttle,;Mice;Mouse;mice;mouse;s,,[],[],{}
Hindlimb suspension in Wistar rats: Sex-based differences in muscle response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8493566/,PMC8493566,,,,ISS,;mice;mouse;s,proteomics;y,[],[],{}
Adaptation to full weight-bearing following disuse in rats: The impact of biological sex on musculoskeletal recovery,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10926278/,PMC10926278,,,,,s,,[],[],{}
Effects of liquid cultivation on gene expression and phenotype of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6069985/,PMC6069985,,2018,,,drosophila,RNA-Seq;RNA-seq;microarray;transcriptomic;y,[],[],{}
Transcriptomic Signature of the Simulated Microgravity Response in Caenorhabditis elegans and Comparison to Spaceflight Experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9856674/,PMC9856674,,,,ISS,Drosophila,Microarray;RNA-Seq;RNA-seq;Transcriptomic;microarray;transcriptomic,[],[],{}
Enabling clonal analyses of yeast in outer space by encapsulation and desiccation in hollow microparticles.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9410522/,PMC9410522,,,,ISS,Saccharomyces Cerevisiae;Saccharomyces cerevisiae,transcriptomic;y,[],[],{}
Caenorhabditis elegans in microgravity: An omics perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10344948/,PMC10344948,,2023,,ISS;shuttle,Drosophila;mice;mouse;zebrafish,Metabolomics;Microarray;Proteomic;RNA-seq;Transcriptomic;Transcriptomics;metabolomics;microarray;proteomic;proteomics;transcriptomic;transcriptomics,[],[],{}
Dried plum diet protects from bone loss caused by ionizing radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4750446/,PMC4750446,,,,ISS;RR1204;RR1296;RR1388;RR1463;RR1716;RR1754;RR2398;RR3523;rr3523,;Mice;mice;mouse;s,,[],[],{}
Dietary countermeasure mitigates simulated spaceflight-induced osteopenia in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162976/,PMC7162976,,,,ISS;RR14414;RR1463;RR1754;RR4308;rr1388,;Mice;Mouse;mice;mouse;s,,[],[],{}
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,PMC11353732,,,,ISS;Shuttle,;Mouse;mice;mouse;s,RNA-seq;RNAseq;transcriptomic;transcriptomics,[],[],{}
Autophagy and its consequences for platelet biology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11953390/,PMC11953390,,,,,,proteomic;proteomics,[],[],{}
A new role of NAP1L1 in megakaryocytes and human platelets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9737020/,PMC9737020,,2022,,,;mouse,Metabolomics;Proteomic;RNA-Seq;RNA-seq;RNAseq;proteomic;y,[],[],{}
Evaluation of rodent spaceflight in the NASA animal enclosure module for an extended operational period (up to 35 days),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515519/,PMC5515519,,2016,,Bion-M1;Rodent Research;Shuttle;shuttle,;Mouse;mice;mouse;s,,[],[],{}
Morphology of Penicillium rubens Biofilms Formed in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10144393/,PMC10144393,,,,ISS,,proteomic;transcriptomic;y,[],[],{}
Explainable machine learning identifies multi-omics signatures of muscle response to spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719374/,PMC10719374,,2023,OSD-104;OSD-105;OSD-488,RR-1;RR-9;RR1;Rodent Research;rodent Research,Mouse;mice;mouse,Metabolomics;Proteomic;Proteomics;RNA-seq;microarray;proteomic;proteomics;transcriptomic,[],[],{}
Microbial adaptation to spaceflight is correlated with bacteriophage-encoded functions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11096397/,PMC11096397,,,OSD-582;OSD-69,ISS,mice;mouse,,[],[],{}
Influence of the spaceflight environment on macrophage lineages,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166655/,PMC11166655,,,,ISS;RR14311;shuttle,;Mice;Mouse;mice;mouse;s,Transcriptomics,[],[],{}
MARSBOx: Fungal and bacterial endurance from a balloon-flown analog mission in the stratosphere,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7937622/,PMC7937622,,2021,OSD3358,ISS,,y,[],[],{}
In situ linkage of fungal and bacterial proliferation to microbiologically influenced corrosion in B20 biodiesel storage tanks.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7055474/,PMC7055474,,2020,,,,y,[],[],{}
"Identification of metagenome-assembled genomes containing antimicrobial resistance genes, isolated from an advanced water treatment facility.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118179/,PMC7118179,,2020,,RR 2017,,,[],[],{}
Nature of pre-earthquake phenomena and their effects on living organisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4494396/,PMC4494396,,,,,Mice;mice;mouse;s,,[],[],{}
The rapid diagnosis and effective inhibition of coronavirus using spike antibody attached gold nanoparticles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8323809/,PMC8323809,,2019,,,,y,[],[],{}
Blocking SARS-CoV-2 Delta variant (B.1.617.2) spike protein receptor-binding domain binding with the ACE2 receptor of the host cell and inhibiting virus infections using human host defense peptide-conjugated graphene quantum dots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8886715/,PMC8886715,,,,,,y,[],[],{}
Safety and pharmacokinetics of intranasally administered heparin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8890767/,PMC8890767,,2022,,,Mice;Mouse;mice;mouse;s,y,[],[],{}
Inhibition of SARS-CoV-2 wild-type (Wuhan-Hu-1) and Delta (B.1.617.2) strains by marine sulfated glycans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9487896/,PMC9487896,,2022,,,,,[],[],{}
Inhibition of Cytomegalovirus by Pentacta pygmaea Fucosylated Chondroitin Sulfate Depends on Its Molecular Weight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142442/,PMC10142442,,2023,,,,y,[],[],{}
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,PMC11477029,,2024,,ISS,,Transcriptomics;transcriptomic;transcriptomics,[],[],{}
A Tissue Retrieval and Postharvest Processing Regimen for Rodent Reproductive Tissues Compatible with Long-Term Storage on the International Space Station and Postflight Biospecimen Sharing Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309301/,PMC4309301,,,,BION M1;ISS;shuttle,Mice;Mouse;mice;mouse;s,y,[],[],{}
Effects of sex and gender on adaptations to space: reproductive health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,PMC11166981,,2003,OSD-100;OSD-101;OSD-102;OSD-103;OSD-104;OSD-105;OSD-168;OSD-238;OSD-239;OSD-240;OSD-241;OSD-254;OSD-48;OSD-530;OSD-98;OSD-99,ISS;RR-1;RR-5;RR-7;RR1;Rodent Research,Drosophila;Mice;Mouse;Mus musculus;mice;mouse;mus musculus,Proteomics;RNA-seq;microarray;proteomics;transcriptomic;transcriptomics,[],[],{}
Effects of spaceflight on the muscles of the murine shoulder.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6343501/,PMC6343501,,2018,,,mice;mouse,,[],[],{}
Multiscale effects of spaceflight on murine tendon and bone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138367/,PMC7138367,,2019,,Bion-M1,Mice,,[],[],{}
Reproducible changes in the gut microbiome suggest a shift in microbial and host metabolism during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6689164/,PMC6689164,,,GLDS-168;GLDS-212;GLDS-48,ISS;RR-1;RR3309;Rodent Research;SpaceX-4;rodent research;shuttle,Mice;Mouse;mice;mouse;s,Proteomics;RNA-seq;transcriptomic;transcriptomics,[],[],{}
Failure to Generate Bone Marrow Adipocytes Does Not Protect Mice from Ovariectomy-Induced Osteopenia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3564669/,PMC3564669,,2012,,,Mice;mice,,[],[],{}
Acute exposure to high dose gamma-radiation results in transient activation of bone lining cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4042434/,PMC4042434,,2013,,,,,[],[],{}
Morbid obesity attenuates the skeletal abnormalities associated with leptin deficiency in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4161659/,PMC4161659,,2014,,,Mice;mice,,[],[],{}
Hypothalamic leptin gene therapy reduces body weight without accelerating age-related bone loss,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4917201/,PMC4917201,,2015,,,;s,,[],[],{}
Hypothalamic Leptin Gene Therapy Reduces Bone Marrow Adiposity in ob/ob Mice Fed Regular and High-Fat Diets.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4985531/,PMC4985531,,2016,,,;Mice;mice;mouse;s,,[],[],{}
Room temperature housing results in premature cancellous bone loss in growing female mice: implications for the mouse as a preclinical model for age-related bone loss.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5421618/,PMC5421618,,2016,,,Mice;Mouse;mice,,[],[],{}
Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515514/,PMC5515514,,2016,,Shuttle,;mice;s,,[],[],{}
Role of oestrogen receptor signaling in skeletal response to leptin in female ob/ob mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671758/,PMC8671758,,2021,,,Mice;Mouse;mice;mouse;s,y,[],[],{}
Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5771473/,PMC5771473,,2017,,,mice,y,[],[],{}
Leptin stimulates bone formation in ob/ob mice at doses having minimal impact on energy metabolism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/,PMC5288125,,2017,,,Mice;mice,,[],[],{}
Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/,PMC5389344,,,,,;Mice;Mouse;mice;mouse;s,,[],[],{}
Metabolic Coupling Between Bone Marrow Adipose Tissue and Hematopoiesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9784906/,PMC9784906,,2013,,,Mice;Mouse;mice;mouse,Proteomics;Transcriptomic;proteomic;proteomics;y,[],[],{}
Maintenance of near normal bone mass and architecture in lethally irradiated female mice following adoptive transfer with as few as 750 purified hematopoietic stem cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/,PMC6548323,,2019,,RR15164,Mice;mice,,[],[],{}
Effect of leptin deficiency on the skeletal response to hindlimb unloading in adult male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/,PMC6597714,,,,,;Mice;Mouse;mice;mouse;s,,[],[],{}
Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/,PMC6865368,,,,,;Mice;Mouse;mice;mouse;s,,[],[],{}
Effects of Spaceflight on Cancellous and Cortical Bone in Proximal Femur in Growing Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/,PMC7907224,,2021,,ISS;Shuttle,;mice;mouse;s,,[],[],{}
Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/,PMC8213760,,2021,,ISS;RR-1,;Mice;Mouse;mice;mouse,,[],[],{}
Leptin and environmental temperature as determinants of bone marrow adiposity in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9582271/,PMC9582271,,2022,,RR15164,;Mice;Mouse;mice;mouse;s,,[],[],{}
Small changes in thermoregulation influence cancellous bone turnover balance in distal femur metaphysis in growing female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10063413/,PMC10063413,,2023,,,Mice;mice,,[],[],{}
Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/,PMC10889206,,2024,,RR15164,Mice;mice;mouse;s,y,[],[],{}
Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/,PMC8468678,,,,ISS,,transcriptomic,[],[],{}
Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/,PMC9031868,,,,ISS;Iss;RR14311;Shuttle,;Drosophila;Mice;Mouse;mice;s;zebrafish,Metabolomics;Proteomic;RNA-Seq,[],[],{}
Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,PMC10030976,,,,ISS;iss,Saccharomyces cerevisiae,,[],[],{}
Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/,PMC5910807,,2017,,,,,[],[],{}
Microfluidic Device for Studying Nematodes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/,PMC12021249,,2021,,,,proteomics;y,[],[],{}
NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,PMC6057834,,2018,,,,,[],[],{}
"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,PMC6876156,,2019,,,Drosophila,y,[],[],{}
Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,PMC7415877,,2019,,ISS;Shuttle,,,[],[],{}
Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,PMC7285199,,,,,Drosophila;Mice;mice;s,proteomics,[],[],{}
A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,PMC9549344,,2020,,,,y,[],[],{}
NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,PMC7530743,,,,,,y,[],[],{}
Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,PMC7890410,,2021,,ISS,mice;mouse,transcriptomic;transcriptomics;y,[],[],{}
Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,PMC9640571,,,,ISS;Shuttle,mice,proteomics;y,[],[],{}
A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,PMC9862956,,,,ISS,Drosophila;Mus musculus;zebrafish,y,[],[],{}
Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,PMC10410709,,2022,,,,RNA-seq;Transcriptomic;transcriptomic;transcriptomics;y,[],[],{}
Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,PMC10751425,,2023,,,mice;mouse,,[],[],{}
Spaceflight Induces Strength Decline in Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,PMC10605753,,,,ISS,Drosophila;Mice,Metabolomic;Proteomic;Proteomics;RNA-Seq;Transcriptomics;microarray;transcriptomic,[],[],{}
Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,PMC10846184,,2024,,,mouse,,[],[],{}
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,PMC11166967,,2005,OSD-174;OSD-238;OSD-239;OSD-240;OSD-241;OSD-254;OSD-530;OSD-570,ISS;RR-5;RR-7;Rodent Research;Shuttle,;Mouse;mice;mouse;s,RNA-Seq;RNA-seq;Transcriptomic;Transcriptomics;microarray;transcriptomic;transcriptomics,[],[],{}
Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,PMC11302229,,2024,,,mice,y,[],[],{}
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,PMC11487192,,2007,,,;Drosophila;mice;mouse;s,y,[],[],{}
New perspectives on viable microbial communities in low-biomass cleanroom environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/,PMC3554398,,2012,,,,microarray,[],[],{}
Microbial existence in controlled habitats and their resistance to space conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,PMC10370681,,2023,,,Mice;Mouse;mice;mouse,RNA-seq;y,[],[],{}
Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/,PMC4624184,,,,ISS;shuttle,mouse,microarray;proteomic,[],[],{}
"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/,PMC4945788,,2016,,ISS,zebrafish,,[],[],{}
Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,PMC9116463,,2019,,ISS,,Proteomic,[],[],{}
Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/,PMC5201052,,2010,GLDS-67,ISS,,,[],[],{}
Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/,PMC5391430,,2017,,ISS,,,[],[],{}
Human presence impacts fungal diversity of inflated lunar/Mars analog habitat.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504618/,PMC5504618,,,,ISS,zebrafish,,[],[],{}
Whole metagenome profiles of particulates collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580210/,PMC5580210,,,,ISS,,,[],[],{}
Microbial Characteristics of ISS Environmental Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,PMC8421509,,,,ISS,Drosophila,y,[],[],{}
"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/,PMC5552977,,2017,GLDS-64,ISS,,,[],[],{}
Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/,PMC5805884,,2018,,,,,[],[],{}
KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/,PMC5864415,,2018,,,,,[],[],{}
Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/,PMC6013642,,2018,GLDS-177,,,,[],[],{}
"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/,PMC5578834,,2017,,ISS,,,[],[],{}
Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,PMC9241228,,,GLDS-252,ISS,,RNA-seq,[],[],{}
Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,PMC5958250,,2018,GLDS-177,ISS,,,[],[],{}
Characterization of Aspergillus niger Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,PMC7326050,,2020,,ISS,mice,Metabolomic;metabolomic;metabolomics;proteomics,[],[],{}
Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,PMC6251167,,,GLDS-67,ISS,,,[],[],{}
Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/,PMC6280456,,,,,,,[],[],{}
"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,PMC9098231,,2019,,ISS,,metabolomic;metabolomics;proteomic;proteomics,[],[],{}
Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,PMC9116463,,2019,,ISS,,Proteomic,[],[],{}
Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,PMC6426649,,2019,,ISS,mice;zebrafish,metabolomics;proteomics,[],[],{}
Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,PMC6452512,,,,ISS;SpaceX-5;SpaceX-7,,RNA-seq;transcriptomic,[],[],{}
Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,PMC6529585,,2019,,ISS,Saccharomyces cerevisiae;mice,Metabolomic;Proteomic;Proteomics;RNA-Seq;Transcriptomic;metabolomic;metabolomics;proteomic;y,[],[],{}
MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,PMC6952069,,,,,,,[],[],{}
Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,PMC7303416,,2020,GLDS-298,ISS,,,[],[],{}
Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,PMC7317102,,2020,GLDS-290,ISS,,,[],[],{}
Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,PMC7393961,,2020,,ISS,,,[],[],{}
Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,PMC7484075,,2020,GLDS-302;GLDS-311,ISS,,,[],[],{}
Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,PMC7516158,,2020,,ISS,,,[],[],{}
Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,PMC7561690,,2020,GLDS-302;GLDS-309;GLDS-311,ISS,,,[],[],{}
Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,PMC7595942,,2020,GLDS-303,ISS,,,[],[],{}
Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,PMC7677455,,2020,GLDS-286,ISS,,,[],[],{}
"Methylobacterium ajmalii sp. nov., isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,PMC8005752,,2021,GLDS-300,ISS,,,[],[],{}
Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,PMC8104057,,2021,GLDS-350,ISS,,,[],[],{}
Advances in Space Microbiology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/,PMC12034939,,,,,;Mouse;mouse,,[],[],{}
Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,PMC8012687,,2021,,ISS,Arabidopsis thaliana;Saccharomyces cerevisiae,Proteomic;Proteomics;metabolomic;metabolomics;proteomic;proteomics;transcriptomic;y,[],[],{}
Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/,PMC8086211,,2021,GLDS-361,ISS,,,[],[],{}
Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,PMC8211661,,2021,GLDS-307,ISS,Drosophila;mouse,RNA-seq,[],[],{}
